33344.0,64186.0,51051.0,38838.0,46277.0,61134.0,52696.0,64170.0,64199.0,56634.0
56641.0,80.0,45827.0,42333.0,47065.0,66817.0,29328.0,14697.0,9296.0,7955.0
40317.0,7133.0,42339.0,58693.0,38561.0,51617.0,58688.0,9357.0,46207.0,38867.0
47188.0,47777.0,8776.0,48360.0,51863.0,51327.0,44775.0,67791.0,53015.0,53404.0
8336.0,16951.0,35198.0,53792.0,53890.0,12989.0,20335.0,3159.0,33611.0,23110.0
58123.0,34427.0,48416.0,57565.0,38353.0,53154.0,52517.0,44250.0,67207.0,17552.0
50625.0,5490.0,61068.0,58700.0,47389.0,38823.0,56647.0,30269.0,65644.0,40318.0
63201.0,48075.0,31105.0,45165.0,6197.0,31090.0,32892.0,58528.0,26952.0,63612.0
61100.0,41041.0,50017.0,65481.0,56748.0,48787.0,66.0,40369.0,43281.0,18267.0
61821.0,55086.0,29738.0,32359.0,37713.0,61549.0,60195.0,23827.0,51207.0,63429.0
32060.0,45243.0,58681.0,38842.0,62252.0,40782.0,44952.0,50656.0,50951.0,49119.0
41173.0,25693.0,60531.0,18300.0,7955.0,40411.0,81.0,8773.0,53447.0,19945.0
54402.0,53916.0,16363.0,66622.0,12213.0,54198.0,24933.0,67583.0,56649.0,16867.0
55825.0,51110.0,53995.0,67369.0,54506.0,7226.0,3141.0,60983.0,47113.0,50382.0
44484.0,2578.0,55925.0,3655.0,2018.0,63175.0,61786.0,19876.0,8354.0,1619.0
64265.0,56765.0,56766.0,44070.0,64439.0,39504.0,56434.0,50870.0,64199.0,67770.0
44147.0,21031.0,33354.0,38976.0,45274.0,56103.0,54369.0,17529.0,62800.0,52391.0
1329.0,5260.0,40563.0,44077.0,473.0,11856.0,57477.0,58825.0,26482.0,17594.0
32581.0,56941.0,51382.0,9611.0,29233.0,7644.0,7692.0,39300.0,62151.0,61250.0
22045.0,22015.0,26976.0,43181.0,17514.0,51864.0,29179.0,40447.0,30558.0,53907.0
45549.0,9902.0,29330.0,2009.0,29272.0,18285.0,1342.0,55753.0,24935.0,7278.0
61798.0,5466.0,2083.0,5120.0,52639.0,6230.0,7981.0,29697.0,44072.0,45876.0
3110.0,29046.0,67415.0,48756.0,63013.0,48451.0,4341.0,39591.0,39586.0,16401.0
54511.0,49305.0,52616.0,5126.0,50824.0,4866.0,31746.0,7576.0,29600.0,44487.0
44526.0,33743.0,37566.0,21721.0,22680.0,8301.0,65706.0,49648.0,50319.0,56589.0
35245.0,58616.0,55102.0,33300.0,32079.0,58782.0,32084.0,64207.0,39386.0,44073.0
48166.0,43183.0,32930.0,9403.0,26912.0,32070.0,21464.0,45134.0,59399.0,57904.0
48657.0,47856.0,49717.0,50434.0,40745.0,33346.0,66258.0,19071.0,54084.0,61099.0
66244.0,65663.0,45286.0,45267.0,56678.0,31562.0,10351.0,47991.0,49778.0,66238.0
66777.0,47114.0,47361.0,65512.0,27778.0,52729.0,57169.0,44058.0,41078.0,32042.0
51627.0,67785.0,59367.0,34900.0,27591.0,35082.0,30526.0,66741.0,31523.0,43230.0
4386.0,63731.0,55451.0,54204.0,40210.0,56243.0,65245.0,61942.0,51517.0,1571.0
59404.0,26220.0,22437.0,28552.0,28577.0,48779.0,63214.0,10602.0,55713.0,31087.0
57961.0,56034.0,64734.0,64489.0,35458.0,48329.0,14089.0,32194.0,56125.0,11719.0
18895.0,52696.0,61134.0,32196.0,51472.0,37069.0,49182.0,44070.0,38836.0,51051.0
